batch,box,edition_seq_num,filepath,geographic_coverage,image,lccn,name,ocr,page_seq_num,page_url,place_of_publication,pub_date,publisher,score,url,id,choice
in_indianapolisolympians_ver02,"[0.6909504958262456, 0.07459790949631301, 0.8187737603057781, 0.294479032034712]",1,in_indianapolisolympians_ver02/data/sn86058250/00271744778/1860052401/0643/000_6_94.jpg,['Indiana--Wayne--Richmond'],"https://chroniclingamerica.loc.gov/iiif/2/in_indianapolisolympians_ver02%2Fdata%2Fsn86058250%2F00271744778%2F1860052401%2F0643.jp2/pct:69.09,7.46,12.79,21.99/!400,400/0/default.jpg",sn86058250,The Richmond palladium. [volume],"[',', 'I', ""'"", 'j', 'CLOVER', '&', 'TIIWIOTHY', 'At', 'No.', '37', 'Main', 'Street,', 'REED', 'kHIBBER.', 'v', 'FOR', 'SALE.', 'CIMOTUY', 'AND', 'CLOVE', 'ALSO', 'I', 'I', 'And', 'other', 'Seeds,', 'At', 'No.', '37', 'Main', 'Street', 'REED', '&', 'HIBBERD,', 'eaassanaBhBBsawawiBaaanwaavaBBBainBaasnBSBBBBM', 't']",643,https://chroniclingamerica.loc.gov/data/batches/in_indianapolisolympians_ver02/data/sn86058250/00271744778/1860052401/0643.jp2,"Richmond, Ind.",1860-05-24,D.P. Holloway & Co.,0.9499969482421875,https://news-navigator.labs.loc.gov/data/in_indianapolisolympians_ver02/data/sn86058250/00271744778/1860052401/0643/000_6_94.jpg,123,text_only
dlc_noone_ver01,"[0.14197674350462097, 0.5226268566403494, 0.2566827138264974, 0.6150757783554605]",1,dlc_noone_ver01/data/sn83045462/00280600295/1930033001/0517/006_6_99.jpg,['District of Columbia--Washington'],"https://chroniclingamerica.loc.gov/iiif/2/dlc_noone_ver01%2Fdata%2Fsn83045462%2F00280600295%2F1930033001%2F0517.jp2/pct:14.19,52.27,11.48,9.25/!400,400/0/default.jpg",sn83045462,Evening star. [volume],"['POULTRY', 'AND', 'EGGS.', 'Quality', 'Chicks', '|', 'All', 'Leghorn*', '*l2', '00', 'per', '100', 'I', 'Barred,', 'White.', 'Bull', 'Rocks...', '14.00', '""', '*•', 'f', 'Reds.', 'Anconas', 'Buff', 'Orpine', 'tons', '14', '00', '""', '**', 'j', 'Wyandotte*,', 'Minorca*', 'IS.OO', '”', '""', 'Giants', 'and', 'Brahmns', '20.00', '*’', '**', '-ißngshanss', '20.00', '”', '”', 'Pekin', 'and', 'Runner', 'Ducklincs', '30.00', '”', '”', 'Turkeys,', 'Goslinss', '1.00', 'each', 'Chicks', 'shipped', 'by', 'prepaid', 'parcel', 'post:', 'live', 'delivery', 'guaranteed.', 'Established', 'twenty-live', 'years.', 'Member', 'International', 'Baby', 'Chick', 'Asan.', 'RABBITS.', 'PULLETS', 'and', 'EGGS', 'ALL', 'BREEDS', 'Illustrated', 'Catalog', 'Free', 'HARRY', 'WOOD', 'COBB', 'Gettysburg,', 'Penas.']",517,https://chroniclingamerica.loc.gov/data/batches/dlc_noone_ver01/data/sn83045462/00280600295/1930033001/0517.jp2,"Washington, D.C.",1930-03-30,W.D. Wallach & Hope,0.9917118549346924,https://news-navigator.labs.loc.gov/data/dlc_noone_ver01/data/sn83045462/00280600295/1930033001/0517/006_6_99.jpg,820,text_only
mimtptc_fostoria_ver01,"[0.38306423836229253, 0.8398874042839404, 0.6170669492349585, 0.9544734323261589]",1,mimtptc_fostoria_ver01/data/sn83045399/00279551758/1950061701/0745/001_6_98.jpg,['Michigan--Wayne--Detroit'],"https://chroniclingamerica.loc.gov/iiif/2/mimtptc_fostoria_ver01%2Fdata%2Fsn83045399%2F00279551758%2F1950061701%2F0745.jp2/pct:38.3,83.99,23.41,11.46/!400,400/0/default.jpg",sn83045399,Românul American. [volume],"['Farmacia', 'Pomerance', '.', 'prepară', 'şi', 'trimite', 'oriice', 'reţetă', 'sau', 'medicină', 'în', 'ţară,', 'prima', 'calitate,', 'cu', 'garanţie.', '•:', 'j', 'j/', 'Aurcomycin.', '.', 'pe', 'Fid', 'de', 'Capsule', 'mari', '....', '$', '9.00', '40', 'Grame', 'Streptomycin', '.', '„', '$30.00', '50', 'Fiole', 'Penicflfin', '200,000', '$17.00', '5', 'Fiole', 'Peniţiffin', 'Oleos', 'de', '3', 'milioane', 'sls.oo', 'Scrieţi', 'pentru', 'orice', 'cantitate;', 'referinţele', 'noastre', 'sunt', 'sutele', 'de', 'Români', 'pe', 'cari', 'i-am', 'servit.', 'FARMACIA', 'POMERANCE', '1813', 'I.', 'Davison', 'Tel.', 'Td.', '8-3351', 'Detroit,', 'Mich.', 'i', '-•-', '•«', '-', '■', '•■', '-', ""'""]",745,https://chroniclingamerica.loc.gov/data/batches/mimtptc_fostoria_ver01/data/sn83045399/00279551758/1950061701/0745.jp2,"Detroit, Mich.",1950-06-17,[publisher not identified],0.9839044809341431,https://news-navigator.labs.loc.gov/data/mimtptc_fostoria_ver01/data/sn83045399/00279551758/1950061701/0745/001_6_98.jpg,1045,text_only
khi_ingalls_ver02,"[0.688004535762511, 0.04459934937391423, 0.9425961664324295, 0.3097311265251293]",1,khi_ingalls_ver02/data/sn82014635/00237286686/1890072401/0340/000_6_97.jpg,['Kansas--Sedgwick--Wichita'],"https://chroniclingamerica.loc.gov/iiif/2/khi_ingalls_ver02%2Fdata%2Fsn82014635%2F00237286686%2F1890072401%2F0340.jp2/pct:68.8,4.46,25.46,26.52/!400,400/0/default.jpg",sn82014635,The Wichita daily eagle. [volume],"['BLACK', 'SATTINES', '!', 'A', 'new', 'invoice', 'at', '25,', '30', 'and', '35', 'cents.', 'Absolutely', 'black,', 'guaranteed.', 'Celebrated', 'English', 'challies,', '36', 'inches', 'wide,', 'now', '124', 'ISTew', 'shades', 'and', 'beautiful', 'patterns.', 'Striped', 'and', 'checked', 'linen', 'zephyrs,', 'handsome', 'as', 'silk', '25', 'cents', 'a', 'yard,', 'worth', '40.', 'A', 'new', 'and', 'beautiful', 'assortment', 'of', 'embroidered', 'Bargains', 'in', 'ginghams.', 'Lovely', 'Scotch', 'ginghams', '15', 'a', 'yard,', 'worth', '20.', 'ISfew', 'outing', 'cloths,', 'new', 'Gypsy', 'cloths,', 'extra', 'quality,', 'Sh', 'up', 'to', '50', 'cents', 'a', 'yard.', 'The', 'finest', 'line', 'of', 'Windsor', 'ties', 'ever', 'shown', 'in', '""Wichita', 'ladies,', 'gentlemen', 'and', 'children,', 'at', '5,', '10,', '15,', '20', 'and', '25', 'hi', 'satine,', 'silks', 'and', 'grinadines.', 'Only', 'agents', 'for', 'the', 'Onyx', 'Fast', 'Black', 'Hosiery,', 'war', 'not', 'to', 'fade', 'or', 'crock.', 'AT', 'THE', 'House', 'of', 'Innes', 'fi', 'Ross.', 'KEITH', '&', 'PEKRY', 'COAL', 'COMPANY,', '(Successors', 'to', 'Economy', 'Coal', 'Co.)']",340,https://chroniclingamerica.loc.gov/data/batches/khi_ingalls_ver02/data/sn82014635/00237286686/1890072401/0340.jp2,"Wichita, Kan.",1890-07-24,M.M. Murdock & R.P. Murdock,0.970243513584137,https://news-navigator.labs.loc.gov/data/khi_ingalls_ver02/data/sn82014635/00237286686/1890072401/0340/000_6_97.jpg,420,text_only
me_allagash_ver02,"[0.8461941561199192, 0.03906520364474184, 0.9716134515028159, 0.1536946092915331]",1,me_allagash_ver02/data/sn83009653/00279523969/1850071601/0098/000_6_93.jpg,"['Maine--Oxford--Paris', 'Maine--Oxford--South Paris']","https://chroniclingamerica.loc.gov/iiif/2/me_allagash_ver02%2Fdata%2Fsn83009653%2F00279523969%2F1850071601%2F0098.jp2/pct:84.61,3.91,12.55,11.47/!400,400/0/default.jpg",sn83009653,Oxford Democrat. [volume],"['For', 'Ihr', 'Rrmotal', 'and', 'rrrmanml', 'furr', 'if', 'itt']",98,https://chroniclingamerica.loc.gov/data/batches/me_allagash_ver02/data/sn83009653/00279523969/1850071601/0098.jp2,"Paris, Me.",1850-07-16,Millett & King,0.9334945678710938,https://news-navigator.labs.loc.gov/data/me_allagash_ver02/data/sn83009653/00279523969/1850071601/0098/000_6_93.jpg,82,visual
ohi_drake_ver01,"[0.31993639715786637, 0.8824422132590777, 0.4448405649470187, 0.9670167645946369]",1,ohi_drake_ver01/data/sn87070038/00296028058/1850021501/0575/001_6_93.jpg,['Ohio--Fairfield--Lancaster'],"https://chroniclingamerica.loc.gov/iiif/2/ohi_drake_ver01%2Fdata%2Fsn87070038%2F00296028058%2F1850021501%2F0575.jp2/pct:31.99,88.25,12.5,8.46/!400,400/0/default.jpg",sn87070038,The Lancaster gazette.,"['.lint', 'ICccfivetl', 'A', '""UPII\'LJ', 'f', ""iUKOE0N3'"", 'IVke,', 'lustra', '21.uieiil.,lnolh', 'Keys', 'and', 'Forceps,', 'variety', 'ol', 'Trusses,', 'and', 'lhe', 'best', 'Supporters', 'and', 'Shoulder', 'Braces', 'everollerod', 'in', 'this', 'market', 'GEORGE', 'KAUKFM', 'AN', 'Lancaster,', 'August', '10,', '1U4!)', 'jj', 'I', 'HON,', 'Nili,M', 'ANI', 'STeEl.', 'ON', 'hand', 'uud', 'receiving', '00', 'Kegs', 'JUNIATTA', 'NAILS', '50,000', 'pounds', 'warranted', 'IRON', '4,000', 'do', 'SPRING', 'STEEL', '1,500', 'do', 'Csst,', 'English', 'Blister', '&', 'Shear', 'do', 'JOHN', 'C.', 'WEAVER', '&', 'CO', 'Lsncaster,', 'October', '26,', '1B29', 'us']",575,https://chroniclingamerica.loc.gov/data/batches/ohi_drake_ver01/data/sn87070038/00296028058/1850021501/0575.jp2,"Lancaster, Ohio",1850-02-15,John H. Wright,0.9322241544723511,https://news-navigator.labs.loc.gov/data/ohi_drake_ver01/data/sn87070038/00296028058/1850021501/0575/001_6_93.jpg,6,text_only
dlc_1rothko_ver02,"[0.024732883951296185, 0.5281553297776442, 0.52575472900654, 0.9595901254507212]",1,dlc_1rothko_ver02/data/sn83045462/00280603107/1940123001/0133/003_6_95.jpg,['District of Columbia--Washington'],"https://chroniclingamerica.loc.gov/iiif/2/dlc_1rothko_ver02%2Fdata%2Fsn83045462%2F00280603107%2F1940123001%2F0133.jp2/pct:2.47,52.82,50.11,43.15/!400,400/0/default.jpg",sn83045462,Evening star. [volume],"['Save', 'Money', 'at', 'SANITARY', 'MORRELL’S', 'S*AM”~»', 'QUAKER', 'OATS', '**S.', 'ANGLO', 'COOKED', '""', '-', '*', 'LIME’S', 'W', '-', '-', '-', '"",', ""'"", 'SAUERKRAUT', '-', '2', '7', '„c', 'maxwell', 'home', 'IgESwttt.*', ""CAMPBELL'S"", 'SOUP', '«j', '*', '^HEIHZSOBPS', '-I', 'iPINEAPPLE', 'a', '-', '-', '“', '.', 'NED', 'CROSS', 'TOWELS', '3', ';', 'MM', '“oMOOU-', '*', ""—-'SSSr"", 'imtYOMMSL,', 'sr', 'JSjg^r®', 'the', 'home-style', 'way.', 'air', 'r-33‘', 'Serve', 'one', 'of', 'these', 'plump.', 'tender,', 'fine-flavored', 'turkeys', 'for', 'L', 'your', 'New', ""Year's"", 'dinner.', ""They're"", 'fti', 'thriftily', 'priced', 'and', 'guaranteed', 'WJ', 'to', 'please', 'you.', 'T***', 'sanitakv', 'v*-^', '\\', 'Van', ""Comp's"", ""Beans-'"", '*', '6c', 'I', ""Campbell's"", 'Beans---', '38«.', 'i«15c', '|', 'B.', 'b', 'M.', 'Baked', 'Beans-', '3', '22c', '|', 'Gardenside', 'Corn-', '?.v.', '25c', 'I', 'Gordenside', 'Jeas------', '3', '20c', 'Gardenside', 'String', 'Beons-', '^', '10c', 'I', 'Kraft', 'Macaroni', '«•', '19c', '1', ""Schimmel's"", 'Grape', 'Jelly---—', '\\', '1', 'JJfoJp\\ihujl»&', '|', 'BREAD', '-3—.', 'I', 'Aont', '_19c', '1', ',', 'Pancake', 'Flour', '-', '2pk«»', '9c', 'j', 'Va.', 'Sweet', 'Pancake', 'Floury-i', 'm', ')5c', 'I', 'Vermont', 'Maid', 'Syrup--', '_pt', 'bot.', '17c', 'I', ';', 'New', 'England', 'Syrup', 'qt.', 'bot.', '25c', '1', 'Champion', 'Syrup', '--""3', '10c', 'I', 'Jell-Well', 'Desserts--', 'w', 'rani', '35c', 'I', 'Tomato', 'Juice', 'SSj-2«<«', '25c', '|', 'I', 'Phillips', 'Tomato', 'Juice—', '*cUe5c', '1', 'i', 'Camay', 'Toilet', 'Soap-^-', '_', '*', 'tak«', '5c', '\\', '\\', 'Palmolive', 'Toilet', 'Soap--—', 'M']",133,https://chroniclingamerica.loc.gov/data/batches/dlc_1rothko_ver02/data/sn83045462/00280603107/1940123001/0133.jp2,"Washington, D.C.",1940-12-30,W.D. Wallach & Hope,0.9538350105285645,https://news-navigator.labs.loc.gov/data/dlc_1rothko_ver02/data/sn83045462/00280603107/1940123001/0133/003_6_95.jpg,973,visual
dlc_oliver_ver01,"[0.6028355589700402, 0.664199332705313, 0.8339077170835723, 0.9810285986397189]",1,dlc_oliver_ver01/data/sn83045462/00280600611/1930090701/0306/000_6_99.jpg,['District of Columbia--Washington'],"https://chroniclingamerica.loc.gov/iiif/2/dlc_oliver_ver01%2Fdata%2Fsn83045462%2F00280600611%2F1930090701%2F0306.jp2/pct:60.28,66.42,23.11,31.69/!400,400/0/default.jpg",sn83045462,Evening star. [volume],"['Don’t', 'Fail', 'to', 'See', 'This', 'New', 'y~', 'Variety', 'Group', 'in', '-', 'Marietta', 'JDarfe', '4', 'Varied', 'designs,', 'staggered', 'roof', 'QjjJy', 'lines,', 'etc.,', 'lend', 'a', 'pleasing', 'com', '/', 'plexion', 'to', 'this', 'new', 'group', 'of', 'all', '-', 'brick', 'homes.', 'fj', '/""V', 'gs', 'Six', 'big', 'rooms,', 'front', 'and', 'U', 'I', 'double', 'rear', 'porches,', 'built-in', 'a-/S', 'V/', 'garage,', 'variegated', 'tile', 'bath,', 'deep', '*', 'cedar-lined', 'closets,', 'oak', 'floors,', 'natural', 'trim.', 'Frigidaire,', '2-tone', 'Sanitas', 'on', 'kitchen', 'wells,', 'large', 'landscaped', 'lots', 'and', 'many', 'other', 'features.', 'Con', 'veniently', 'located', 'near', '14th', 'st.', 'car', 'line,', 'Government', 'park,', 'schools,', 'etc.', 'Exhibit', 'Home', '.', '.', '.', '225', 'Longfellow', 'St,', 'N.W.', 'Open', 'Daily', 'Until', '9', 'P.Jlf.', 'jPooley', 'Bros.', 'f', 'Cynuapgm', 'ogfkmMi', 'non—r', 'Tower', 'Bldg.', 'N«.', '9240', '*', 'w', '■', "",'■■■"", '—1', 'I', '•']",306,https://chroniclingamerica.loc.gov/data/batches/dlc_oliver_ver01/data/sn83045462/00280600611/1930090701/0306.jp2,"Washington, D.C.",1930-09-07,W.D. Wallach & Hope,0.9933818578720093,https://news-navigator.labs.loc.gov/data/dlc_oliver_ver01/data/sn83045462/00280600611/1930090701/0306/000_6_99.jpg,836,visual
tu_archie_ver01,"[0.7740791503503045, 0.5791045602974583, 0.859885054319777, 0.8930062904183038]",1,tu_archie_ver01/data/sn83045160/00200290057/1860082601/0166/000_6_96.jpg,"['Alabama--Dallas--Selma', 'Alabama--Montgomery--Montgomery', 'Georgia--Bibb--Macon', 'Georgia--Fulton--Atlanta', 'Georgia--Spalding--Griffin', 'Mississippi--De Soto--Hernando', 'Mississippi--Grenada--Grenada', 'Mississippi--Hinds--Jackson', 'Mississippi--Warren--Vicksburg', 'Tennessee--Shelby--Memphis']","https://chroniclingamerica.loc.gov/iiif/2/tu_archie_ver01%2Fdata%2Fsn83045160%2F00200290057%2F1860082601%2F0166.jp2/pct:77.4,57.92,8.59,31.4/!400,400/0/default.jpg",sn83045160,Memphis daily appeal. [volume],"['SUPERFINE', 'Mack', 'Freach', 'Doeskins', ';', 'Super,', 'black', 'Frendi', 'Cloibs;', 'Sbtrts,', 'CoHars,', 'Drawers;', 'MaUrasses', 'sad', 'PHlevra;', 'Nke', 'Grass', 'SiktiB-;', 'Coals,', 'Brooks', 'i.', ""MeMor's"", 'Spool', 'CoUeex', 'Shaker.Hooas,', 'WbHe', 'and', 'Gray;', 'Rtefa', 'Sarwi', 'Celered', 'Rfttrossj', 'Edgioes,', 'lasertioss', 'aad', 'QaiHiap', ';', 'Linen', 'Yokes', 'aad', 'Sleeves;', 'Corsetts,', 'Mitts,', 'Belts,', 'Steel', 'Baekles;', 'New', 'Lot', 'ot', '121', 'ceat', 'Lawns,', 'best', 'craahXr;', 'Grey', 'Popliut,', 'tor', 'trareimir;', 'Jatt', 'recekred', 'aaAVaxpeoted', 'daar', 'at', 'ahaxt.', 'T.irion', 'x', 'JUcEnE.Y.', 'jjrSS-daw', 'Jfaln-at.', 'aertr', 'IfoTikcta', 'flonat.', 'w.', 'B.', 'XILLER.....', 'J8HX', 'H.', 'TATLOR.', '..GEO.', ',...W.', 'F.', '.', 'TplUafifi', '4', ',v', '1ST', 'MAIJT', 'STREET,', '4', '0', 'CLAY', 'Fall', 'Prints', 'asd', 'Cbinties', ';', ""GiD'bara"", 'aad', 'ChambTeTs;', 'Richer', 'Bmbki', 'Cloth', 'Piano', 'Covers;', 'Skirt', ',', 'of', 'Morrison', 'Jr.', ""Hort't"", 'makt;', 'Worsted.', 'Reps,', 'for', 'fsraiture', 'aad', 'ear', '8-1', 'Green', 'Cloth,', 'for', 'tables', 'and', 'pianos', ';', 'Colored', 'Listln,', 'for', 'tame', 'jrarpoje', ';', 'Glaghsm', 'Han4kerchfs', ';', 'Otcabargx,Jeana,', 'Brogaas.', 'jv', 'ARB', 'OPENING', 'AND']",166,https://chroniclingamerica.loc.gov/data/batches/tu_archie_ver01/data/sn83045160/00200290057/1860082601/0166.jp2,"Memphis, Tenn.",1860-08-26,S.T. Seawell & W.N. Stanton,0.9605963230133057,https://news-navigator.labs.loc.gov/data/tu_archie_ver01/data/sn83045160/00200290057/1860082601/0166/000_6_96.jpg,135,visual
mnhi_nisswa_ver01,"[0.8148208727939523, 0.24561062106838474, 0.943389892578125, 0.2828840379591112]",1,mnhi_nisswa_ver01/data/sn90059523/0020653400A/1900073101/0350/003_6_95.jpg,['Minnesota--Ramsey--Saint Paul'],"https://chroniclingamerica.loc.gov/iiif/2/mnhi_nisswa_ver01%2Fdata%2Fsn90059523%2F0020653400A%2F1900073101%2F0350.jp2/pct:81.48,24.57,12.86,3.73/!400,400/0/default.jpg",sn90059523,The Saint Paul globe.,"['.', '.t—^a', 'GRAIN', 'STOCKS.', 'O.dorß', 'oxecutod', 'for', 'irnrosJmont', 'or', 'on', 'm»r', 'gfi.', 'Consonr«tivo', 'accounts', 'aollcltai', 'Cor', 'sponderfce', 'lnvitoJ.']",350,https://chroniclingamerica.loc.gov/data/batches/mnhi_nisswa_ver01/data/sn90059523/0020653400A/1900073101/0350.jp2,"St. Paul, Minn.",1900-07-31,[s.n.],0.9578993320465088,https://news-navigator.labs.loc.gov/data/mnhi_nisswa_ver01/data/sn90059523/0020653400A/1900073101/0350/003_6_95.jpg,565,text_only
iune_hyacinth_ver01,"[0.5765143957420822, 0.4961468768165691, 0.7161274076257862, 0.5812561152606839]",1,iune_hyacinth_ver01/data/sn83045087/00279552362/1920112901/0549/018_6_96.jpg,['Illinois--Cook County--Chicago'],"https://chroniclingamerica.loc.gov/iiif/2/iune_hyacinth_ver01%2Fdata%2Fsn83045087%2F00279552362%2F1920112901%2F0549.jp2/pct:57.65,49.62,13.97,8.52/!400,400/0/default.jpg",sn83045087,Draugas. [volume],"['Plione', 'CanaI', '257', '•', 'OR.', 'P.', 'Z.', 'ZALATŪRIS', 'Lietuvis', 'Gydytojas', 'Ir', 'Chirurgas', '1821', 'So.', 'HaLstcd', 'Street', 'Valandos:', '10', 'iki', '12', 'ryto;', '1', 'iki', '4', 'po', 'piet.', '6', 'iki', '9', 'vakare.']",549,https://chroniclingamerica.loc.gov/data/batches/iune_hyacinth_ver01/data/sn83045087/00279552362/1920112901/0549.jp2,"Chicago, Ill.",1920-11-29,Draugas Pub. Co.,0.9625310301780701,https://news-navigator.labs.loc.gov/data/iune_hyacinth_ver01/data/sn83045087/00279552362/1920112901/0549/018_6_96.jpg,709,text_only
sdhi_avenger_ver01,"[0.7942960085056955, 0.2953954677529626, 0.9191048528364808, 0.4536781554452484]",1,sdhi_avenger_ver01/data/sn91099608/00415665362/1880112201/0701/012_6_91.jpg,['South Dakota--Yankton--Yankton'],"https://chroniclingamerica.loc.gov/iiif/2/sdhi_avenger_ver01%2Fdata%2Fsn91099608%2F00415665362%2F1880112201%2F0701.jp2/pct:79.42,29.54,12.49,15.83/!400,400/0/default.jpg",sn91099608,Press and daily Dakotaian.,"['YANKTON', 'BANK!', 'EDMUNDS', '&', 'WYNN', '7', 'BANKERS,', 'YANKTON', 'DAKOTA.', 'Do', 'a', 'General', 'Banking,', 'Collection', 'And', 'Iioan', 'Business,', 'B»', 'Ba—', 'a.', 'Wstii—I', 'Buy', 'and', 'Mil', 'exchange', 'on', 'the', 'principal', 'eitie*', 'of', 'the', 'United', 'States', 'aud', 'Europe.', 'Special', 'at', 'tention', 'paid', 'to', 'collections,', 'and', 'remitted', 'for', 'INVARIABLY', 'OK.', 'BAT', 'OF', 'PAYMENT.', 'Will', 'loan', 'money,', 'pay', 'taxes', 'and', 'sell', 'teal', 'estate', 'tor', 'non-residents,', 'on', 'favorable', 'terms.', 'Agents', 'for', 'reliable', 'Iusuranoe', 'Companies,', 'and', 'insure', 'property', 'on', 'terms', 'favorable.']",701,https://chroniclingamerica.loc.gov/data/batches/sdhi_avenger_ver01/data/sn91099608/00415665362/1880112201/0701.jp2,"Yankton, Dakota Territory [S.D.]",1880-11-22,Bowen & Kingsbury,0.9166350960731506,https://news-navigator.labs.loc.gov/data/sdhi_avenger_ver01/data/sn91099608/00415665362/1880112201/0701/012_6_91.jpg,359,text_only
dlc_1picasso_ver01,"[0.15292401011597073, 0.8119339946625678, 0.26234359003675484, 0.9634910483031565]",1,dlc_1picasso_ver01/data/sn83045462/0028060222A/1940041401/0466/019_6_90.jpg,['District of Columbia--Washington'],"https://chroniclingamerica.loc.gov/iiif/2/dlc_1picasso_ver01%2Fdata%2Fsn83045462%2F0028060222A%2F1940041401%2F0466.jp2/pct:15.29,81.2,10.95,15.16/!400,400/0/default.jpg",sn83045462,Evening star. [volume],"['NEW', 'BUILDING', 'I', '1800', 'SHEPHERD', 'ST.', 'N.E.', '3', 'rooms,', 'kitchen,', '*47', 'eo', 'I', 'T_', 'dinette,', 'bath', 'fS/.DUUp', '|', 'Heat,', 'hot', 'water,', 'oat,', 'electricity', 'and', 'Janitor', 'tervice', 'included.', '4030', 'in', 'STREET', 'N.E.', 'Livlpt', 'room,', 'dinette,', 'bedroom,', 'mod-', 'I', 'I', 'ern', 'kitchen,', 'tne', 'bath', 'with', 'shower.', 'Resident', 'Manacer,', 'Apt.', '2,', 'CAR', '!!', 'DC.', '3285', '_', 'Heat', 'and', 'Janitor', 'Service', 'Included', 'MAPLE', 'AVE..', 'SILVER', 'SPRING', 'I', '(0400', 'Block', 'Gceroia', 'Are.)', '3', 'rooms,', 'larte', 'Inclosed', 'rear', 'porch.', 'suitable', '(or', 'extra', 'room:', '<40', 'CO', 'kitchen,', 'dinette,', 'tile', 'bath.', ',', '.', '8Hepherd', '«486.', ':', 'Heat,', 'hot', 'water:', 'Janitor', 'service.', 'sot', 'TATLOR', 'ST.', 'N.E.', 'I', '2', 'rooms.', 'Inclosed', 'rear', 'porch.', '<K/1', '!:|', 'kitchen,', 'dinette,', 'tile', 'bath', '.', ';', '_', 'DEcatur', '8474.', 'i', 'Heat,', 'hot', 'water:', 'Janitor', 'service.', 'RENTS', 'JUST', 'REDUCED', '5330', '4TH', 'STT', 'N.W.', 'Livlne', 'room,', 'bedroom,', 'dinette,', '<48', 'j', 'kitchen', 'and', 'tile', 'bath', '__', '2', 'BEDROOMS,', '$58', 'Ljytnr', 'room', '(3', 'bedrooms),', 'dinette.', 'I', 'kitchen', 'and', 'tUe', 'bath.', 'Ample', 'closet', 'I', 'space.', 'I', 'j', 'Bradley,', 'Beall', '4c', 'Howard,', 'he.', 'j', 'NA.', '0171', 'Sotirtioro', 'tU$.']",466,https://chroniclingamerica.loc.gov/data/batches/dlc_1picasso_ver01/data/sn83045462/0028060222A/1940041401/0466.jp2,"Washington, D.C.",1940-04-14,W.D. Wallach & Hope,0.9011847376823425,https://news-navigator.labs.loc.gov/data/dlc_1picasso_ver01/data/sn83045462/0028060222A/1940041401/0466/019_6_90.jpg,924,text_only
nmu_emerson_ver01,"[0.5496446990966797, 0.6750635061297037, 0.6747088623046875, 0.7655040912562175]",1,nmu_emerson_ver01/data/sn84020631/00415627907/1890061901/0588/005_6_92.jpg,['New Mexico--Santa Fe--Santa Fe'],"https://chroniclingamerica.loc.gov/iiif/2/nmu_emerson_ver01%2Fdata%2Fsn84020631%2F00415627907%2F1890061901%2F0588.jp2/pct:54.96,67.51,12.51,9.05/!400,400/0/default.jpg",sn84020631,Santa Fe daily New Mexican. [volume],"['Miss', 'A.', 'fliugler,', 'Millinery', 'and', '-rinnnu', 'Pnnrlo', 'laiiby', 'GRIFFIN', 'BLOCK,', 'Southeast', 'Cor.', '""Washington', 'SANTA', 'FE,', 'N.M.']",588,https://chroniclingamerica.loc.gov/data/batches/nmu_emerson_ver01/data/sn84020631/00415627907/1890061901/0588.jp2,"Santa Fe, N.M.",1890-06-19,C.B. Hayward,0.9229416847229004,https://news-navigator.labs.loc.gov/data/nmu_emerson_ver01/data/sn84020631/00415627907/1890061901/0588/005_6_92.jpg,477,text_only
dlc_2jones_ver02,"[0.38770635973369494, 0.026584069760734932, 0.49965708220334065, 0.1259832509736604]",1,dlc_2jones_ver02/data/sn83045462/00280606583/1950031001/0085/006_6_90.jpg,['District of Columbia--Washington'],"https://chroniclingamerica.loc.gov/iiif/2/dlc_2jones_ver02%2Fdata%2Fsn83045462%2F00280606583%2F1950031001%2F0085.jp2/pct:38.77,2.66,11.2,9.94/!400,400/0/default.jpg",sn83045462,Evening star. [volume],"['Playing', 'Girl,', '2,', 'Falls', 'Head', 'First', 'in', 'Crock', 'Of', 'Water', 'and', 'Drowns', 'By', 'the', 'Associated', 'Press', 'PASADENA,', 'Calif.,', 'Mar.', '10.', '—While', 'trying', 'to', 'scoop', 'water', 'from', 'a', '10-gallon', 'earthenwarfe', 'crock,', '2-year-old', 'Joyce', 'Bar', 'bara', 'Milne', 'tumbled', 'in', 'head', 'first', 'and', 'drowned', 'in', 'less', 'than', 'a', 'foot', 'of', 'water', 'yesterday.', 'The', 'child', 'was', 'found', 'by', 'her', 'mother,', 'Mrs.', 'Joan', 'Milne,', '38.', 'Hour-long', 'attempts', 'to', 'revive', 'the', 'child', 'failed.']",85,https://chroniclingamerica.loc.gov/data/batches/dlc_2jones_ver02/data/sn83045462/00280606583/1950031001/0085.jp2,"Washington, D.C.",1950-03-10,W.D. Wallach & Hope,0.9036250710487366,https://news-navigator.labs.loc.gov/data/dlc_2jones_ver02/data/sn83045462/00280606583/1950031001/0085/006_6_90.jpg,1012,text_only
